,id,name,iata,icao,city,lat,lon,country,alt,size,timezone,countryId
0,7679,	Masai Mara Keekorok Airport,KEU,HKKE,Masai Mara,-1.586377,35.257462,Kenya,5532,2472,"{'name': 'Africa/Nairobi', 'offset': 10800, 'offsetHours': '3:00', 'abbr': 'EAT', 'abbrName': 'East Africa Time', 'isDst': False}",115
1,1900,A Coruna Airport,LCG,LECO,A Coruna,43.302059,-8.37725,Spain,326,33869,"{'name': 'Europe/Madrid', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",209
2,3,Aachen Merzbruck Airport,AAH,EDKA,Aachen,50.823051,6.186111,Germany,623,11950,"{'name': 'Europe/Berlin', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",83
3,4,Aalborg Airport,AAL,EKYT,Aalborg,57.092781,9.849164,Denmark,10,78001,"{'name': 'Europe/Copenhagen', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",61
4,9,Aarhus Airport,AAR,EKAH,Aarhus,56.300011,10.619,Denmark,82,33067,"{'name': 'Europe/Copenhagen', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",61
5,7569,Aarhus Sea Airport,QEA,EKAC,Aarhus,56.151993,10.247725,Denmark,1,6905,"{'name': 'Europe/Copenhagen', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",61
6,1596,Aasiaat Airport,JEG,BGAA,Aasiaat,68.72184,-52.784698,Greenland,74,1981,"{'name': 'America/Godthab', 'offset': -7200, 'offsetHours': '-2:00', 'abbr': '-02', 'abbrName': None, 'isDst': True}",87
7,12,Abadan Airport,ABD,OIAA,Abadan,30.371111,48.228329,Iran,19,9636,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
8,11,Abakan International Airport,ABA,UNAA,Abakan,53.740002,91.385002,Russia,831,8021,"{'name': 'Asia/Krasnoyarsk', 'offset': 25200, 'offsetHours': '7:00', 'abbr': '+07', 'abbrName': None, 'isDst': False}",182
9,4146,Abbotsford International Airport,YXX,CYXX,Abbotsford,49.025269,-122.360001,Canada,195,67405,"{'name': 'America/Vancouver', 'offset': -25200, 'offsetHours': '-7:00', 'abbr': 'PDT', 'abbrName': 'Pacific Daylight Time', 'isDst': True}",40
10,27,Aberdeen International Airport,ABZ,EGPD,Aberdeen,57.201939,-2.19777,United Kingdom,215,200906,"{'name': 'Europe/London', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'BST', 'abbrName': 'British Summer Time', 'isDst': True}",235
11,20,Aberdeen Regional Airport,ABR,KABR,Aberdeen,45.439999,-98.419998,United States,1302,30166,"{'name': 'America/Chicago', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",236
12,80,Abha Regional Airport,AHB,OEAB,Abha,18.24036,42.65662,Saudi Arabia,6858,90596,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
13,16,Abidjan Port Bouet Airport,ABJ,DIAP,Abidjan,5.261386,-3.92629,Cote D'ivoire (Ivory Coast),21,75758,"{'name': 'Africa/Abidjan', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",54
14,15,Abilene Regional Airport,ABI,KABI,Abilene,32.411301,-99.681801,United States,1790,51134,"{'name': 'America/Chicago', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",236
15,7403,Abingdon Virginia Highlands Airport,VJI,KVJI,Abingdon,36.686111,-82.033333,United States,2088,8386,"{'name': 'America/New_York', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",236
16,251,Abu Dhabi Al Bateen Executive Airport,AZI,OMAD,Abu Dhabi,24.428329,54.45808,United Arab Emirates,16,18413,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
17,6183,Abu Dhabi Al Dhafra Air Base,DHF,OMAM,Abu Dhabi,24.248199,54.547699,United Arab Emirates,77,2642,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
18,220,Abu Dhabi International Airport,AUH,OMAA,Abu Dhabi,24.43297,54.651131,United Arab Emirates,88,454554,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
19,6156,Abu Musa Island Airport,AEU,OIBA,Abu Musa Island,25.8757,55.033001,Iran,23,1281,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
20,21,Abu Simbel Airport,ABS,HEBL,Abu Simbel,22.37595,31.611719,Egypt,616,250,"{'name': 'Africa/Cairo', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'EET', 'abbrName': 'Eastern European Time', 'isDst': False}",66
21,24,Abuja Nnamdi Azikiwe International Airport,ABV,DNAA,Abuja,9.006792,7.263172,Nigeria,1123,125475,"{'name': 'Africa/Lagos', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'WAT', 'abbrName': 'West Africa Time', 'isDst': False}",160
22,28,Acapulco International Airport,ACA,MMAA,Acapulco,16.757059,-99.753899,Mexico,16,28193,"{'name': 'America/Mexico_City', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",142
23,29,Accra Kotoka International Airport,ACC,DGAA,Accra,5.605186,-0.16678,Ghana,205,74214,"{'name': 'Africa/Accra', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",84
24,5594,Ada Municipal Airport,ADT,KADH,Ada,34.804298,-96.671303,United States,1016,4597,"{'name': 'America/Chicago', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",236
25,45,Adak Airport,ADK,PADK,Adak Island,51.87796,-176.645996,United States,18,684,"{'name': 'America/Adak', 'offset': -32400, 'offsetHours': '-9:00', 'abbr': 'HDT', 'abbrName': None, 'isDst': True}",236
26,88,Adampur Airport,AIP,VIAX,Adampur,31.433056,75.760559,India,776,464,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
27,37,Adana Sakirpasa Airport,ADA,LTAF,Adana,36.982159,35.28038,Turkey,65,126067,"{'name': 'Europe/Istanbul', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",228
28,39,Addis Ababa Bole Airport,ADD,HAAB,Addis Ababa,8.977889,38.799309,Ethiopia,7656,262676,"{'name': 'Africa/Addis_Ababa', 'offset': 10800, 'offsetHours': '3:00', 'abbr': 'EAT', 'abbrName': 'East Africa Time', 'isDst': False}",71
29,46,Adelaide Airport,ADL,YPAD,Adelaide,-34.945,138.530502,Australia,20,370907,"{'name': 'Australia/Adelaide', 'offset': 34200, 'offsetHours': '9:30', 'abbr': 'ACST', 'abbrName': 'Australian Central Standard Time', 'isDst': False}",14
30,40,Aden International Airport,ADE,OYAA,Aden,12.82954,45.02879,Yemen,7,6365,"{'name': 'Asia/Aden', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",248
31,41,Adiyaman Airport,ADF,LTCP,Adiyaman,37.731361,38.468929,Turkey,2216,2229,"{'name': 'Europe/Istanbul', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",228
32,254,Adrar Airport,AZR,DAUA,Adrar,27.83758,-0.18641,Algeria,919,1400,"{'name': 'Africa/Algiers', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",4
33,5599,Afton Municipal Airport,AFO,KAFO,Afton,42.711201,-110.942001,United States,6221,1427,"{'name': 'America/Denver', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'MDT', 'abbrName': 'Mountain Daylight Time', 'isDst': True}",236
34,64,Agadir Al Massira Airport,AGA,GMAD,Agadir,30.324989,-9.41306,Morocco,250,38220,"{'name': 'Africa/Casablanca', 'offset': 3600, 'offsetHours': '1:00', 'abbr': '+01', 'abbrName': None, 'isDst': True}",149
35,1555,Agartala Airport,IXA,VEAT,Agartala,23.886971,91.240448,India,46,35579,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
36,78,Agatti Airport,AGX,VOAT,Agatti,10.82365,72.176041,India,14,346,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
37,68,Agen La Garenne Airport,AGF,LFBA,Agen,44.174709,0.590619,France,204,10862,"{'name': 'Europe/Paris', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",76
38,6154,Aghajari Airport,AKW,OIAG,Aghajari,30.7444,49.6772,Iran,88,253,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
39,73,Agra Airport,AGR,VIAG,Agra,27.15583,77.960892,India,551,2901,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
40,93,Agri Airport,AJI,LTCO,Agri,39.65456,43.027149,Turkey,5462,3612,"{'name': 'Europe/Istanbul', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",228
41,8165,Agua Boa Airport,GGB,SWHP,Agua Boa,-14.019444,-52.152222,Brazil,1506,736,"{'name': 'America/Cuiaba', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': '-04', 'abbrName': None, 'isDst': False}",32
42,8157,Aguachica Hacaritama Airport,HAY,SKAG,Aguachica,8.246203,-73.579628,Colombia,531,147,"{'name': 'America/Bogota', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': '-05', 'abbrName': None, 'isDst': False}",49
43,465,Aguadilla Rafael Hernandez Airport,BQN,TJBQ,Aguadilla,18.49486,-67.129402,Puerto Rico,237,39480,"{'name': 'America/Puerto_Rico', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'AST', 'abbrName': 'Atlantic Standard Time', 'isDst': False}",178
44,76,Aguascalientes International Airport,AGU,MMAS,Aguascalientes,21.705549,-102.317001,Mexico,6112,29441,"{'name': 'America/Mexico_City', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",142
45,81,Ahe Airport,AHE,NTHE,Ahe,-14.42759,-146.255981,French Polynesia,11,270,"{'name': 'Pacific/Tahiti', 'offset': -36000, 'offsetHours': '-10:00', 'abbr': '-10', 'abbrName': None, 'isDst': False}",78
46,134,Ahmedabad International Airport,AMD,VAAH,Ahmedabad,23.07724,72.634651,India,189,248316,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
47,236,Ahwaz International Airport,AWZ,OIAW,Ahvaz,31.337429,48.761951,Iran,66,27658,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
48,5604,Aiken Municipal Airport,AIK,KAIK,Aiken,33.649399,-81.684998,United States,528,14688,"{'name': 'America/New_York', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",236
49,3031,Airai Roman Tmetuchl International Airport,ROR,PTRO,Airai,7.367303,134.544205,Palau,176,331,"{'name': 'Pacific/Palau', 'offset': 32400, 'offsetHours': '9:00', 'abbr': '+09', 'abbrName': None, 'isDst': False}",168
50,90,Aitutaki Airport,AIT,NCAI,Aitutaki,-18.8309,-159.764008,Cook Islands,14,2979,"{'name': 'Pacific/Rarotonga', 'offset': -36000, 'offsetHours': '-10:00', 'abbr': '-10', 'abbrName': None, 'isDst': False}",52
51,2931,Aix-en-Provence Airport,QXB,LFMA,Aix-en-Provence,43.50528,5.367222,France,368,11869,"{'name': 'Europe/Paris', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",76
52,95,Aizawl Lengpui Airport,AJL,VELP,Aizawl,23.838442,92.620361,India,1001,5628,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
53,92,Ajaccio Napoleon Bonaparte Airport,AJA,LFKJ,Ajaccio,41.923882,8.8025,France,16,64416,"{'name': 'Europe/Paris', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",76
54,6277,Akiak Airport,AKI,PFAK,Akiak,60.902901,-161.231003,United States,30,1375,"{'name': 'America/Anchorage', 'offset': -28800, 'offsetHours': '-8:00', 'abbr': 'AKDT', 'abbrName': 'Alaska Daylight Time', 'isDst': True}",236
55,244,Akita Airport,AXT,RJSK,Akita,39.615551,140.218597,Japan,313,24752,"{'name': 'Asia/Tokyo', 'offset': 32400, 'offsetHours': '9:00', 'abbr': 'JST', 'abbrName': 'Japan Standard Time', 'isDst': False}",111
56,5236,Aklavik Airport,LAK,CYKD,Aklavik,68.223297,-135.005997,Canada,23,551,"{'name': 'America/Yellowknife', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'MDT', 'abbrName': 'Mountain Daylight Time', 'isDst': True}",40
57,561,Akron Canton Airport,CAK,KCAK,Akron,40.91608,-81.442101,United States,1225,107461,"{'name': 'America/New_York', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",236
58,5609,Akron Fulton International Airport,AKC,KAKR,Akron,41.037498,-81.466904,United States,1067,31737,"{'name': 'America/New_York', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",236
59,4248,Aksu Airport,AKU,ZWAK,Aksu,41.262501,80.291664,China,3816,17214,"{'name': 'Asia/Shanghai', 'offset': 28800, 'offsetHours': '8:00', 'abbr': 'CST', 'abbrName': 'China Standard Time', 'isDst': False}",46
60,3106,Aktau Airport,SCO,UATE,Aktau,43.86005,51.091969,Kazakhstan,73,32623,"{'name': 'Asia/Aqtau', 'offset': 18000, 'offsetHours': '5:00', 'abbr': '+05', 'abbrName': None, 'isDst': False}",114
61,2893,Aktion National Airport,PVK,LGPZ,Preveza,38.925461,20.76531,Greece,11,20440,"{'name': 'Europe/Athens', 'offset': 10800, 'offsetHours': '3:00', 'abbr': 'EEST', 'abbrName': 'Eastern European Summer Time', 'isDst': True}",86
62,111,Aktobe Airport,AKX,UATT,Aktobe,50.245831,57.206661,Kazakhstan,738,13518,"{'name': 'Asia/Aqtobe', 'offset': 18000, 'offsetHours': '5:00', 'abbr': '+05', 'abbrName': None, 'isDst': False}",114
63,110,Akulivik Airport,AKV,CYKO,Akulivik,60.818611,-78.148613,Canada,75,934,"{'name': 'America/Toronto', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",40
64,108,Akure Airport,AKR,DNAK,Akure,7.246739,5.301008,Nigeria,1100,1935,"{'name': 'Africa/Lagos', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'WAT', 'abbrName': 'West Africa Time', 'isDst': False}",160
65,59,Akureyri Airport,AEY,BIAR,Akureyri,65.658607,-18.072201,Iceland,6,14409,"{'name': 'Atlantic/Reykjavik', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",101
66,6,Al Ain International Airport,AAN,OMAL,Al Ain,24.26166,55.609161,United Arab Emirates,869,26715,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
67,83,Al Hoceima Cherif Al Idrissi Airport,AHU,GMTA,Al Hoceima,35.177101,-3.83952,Morocco,95,3802,"{'name': 'Africa/Casablanca', 'offset': 3600, 'offsetHours': '1:00', 'abbr': '+01', 'abbrName': None, 'isDst': True}",149
68,2459,Al Najaf International Airport,NJF,ORNI,Najaf,31.991667,44.404167,Iraq,108,62455,"{'name': 'Asia/Baghdad', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",105
69,6213,Al Udeid Air Base,XJD,OTBH,Al Udeid,25.114941,51.316105,Qatar,130,24092,"{'name': 'Asia/Qatar', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",179
70,4840,Al Ula  Airport,ULH,OEAO,Al Ula,26.480862,38.116653,Saudi Arabia,2017,570,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
71,961,Al Wajh Airport,EJH,OEWJ,Al Wajh,26.198334,36.476112,Saudi Arabia,66,839,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
72,22,Al-Baha Domestic Airport,ABT,OEBA,Al-Baha,20.296129,41.63427,Saudi Arabia,5486,7300,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
73,1668,Al-Qamishli Airport,KAC,OSKL,Al-Qamishli,37.031025,41.205559,Syria,1480,507,"{'name': 'Asia/Damascus', 'offset': 10800, 'offsetHours': '3:00', 'abbr': 'EEST', 'abbrName': 'Eastern European Summer Time', 'isDst': True}",217
74,971,Al-Qassim Regional Airport,ELQ,OEGS,Al-Qassim,26.30282,43.773911,Saudi Arabia,2126,48032,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
75,221,Alakanuk Airport,AUK,PAUK,Alakanuk,62.683056,-164.722198,United States,22,2640,"{'name': 'America/Nome', 'offset': -28800, 'offsetHours': '-8:00', 'abbr': 'AKDT', 'abbrName': 'Alaska Daylight Time', 'isDst': True}",236
76,4306,Alamogordo White Sands Regional Airport,ALM,KALM,Alamogordo,32.845833,-105.985275,United States,4200,9977,"{'name': 'America/Denver', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'MDT', 'abbrName': 'Mountain Daylight Time', 'isDst': True}",236
77,126,Alamosa San Luis Valley Regional Airport,ALS,KALS,Alamosa,37.43491,-105.865997,United States,7539,18458,"{'name': 'America/Denver', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'MDT', 'abbrName': 'Mountain Daylight Time', 'isDst': True}",236
78,5935,Albacete Airport,ABC,LEAB,Albacete,38.948502,-1.86352,Spain,2302,2097,"{'name': 'Europe/Madrid', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",209
79,118,Albany Airport,ALH,YABA,Albany,-34.939999,117.800003,Australia,233,18431,"{'name': 'Australia/Perth', 'offset': 28800, 'offsetHours': '8:00', 'abbr': 'AWST', 'abbrName': 'Australian Western Standard Time', 'isDst': False}",14
80,114,Albany International Airport,ALB,KALB,Albany,42.749111,-73.801903,United States,285,125977,"{'name': 'America/New_York', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",236
81,26,Albany Southwest Georgia Regional Airport,ABY,KABY,Albany,31.535509,-84.194397,United States,196,19828,"{'name': 'America/New_York', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",236
82,121,Albenga Clemente Panero International Airport,ALL,LIMG,Albenga,44.050598,8.127428,Italy,148,3514,"{'name': 'Europe/Rome', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",109
83,5939,Albert Picardie Airport,BYF,LFAQ,Albert,49.9715,2.69766,France,364,5430,"{'name': 'Europe/Paris', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",76
84,1888,Albi Le Sequestre Airport,LBI,LFCI,Albi,43.913269,2.11675,France,564,8738,"{'name': 'Europe/Paris', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",76
85,19,Albuquerque International Airport,ABQ,KABQ,Albuquerque,35.040218,-106.609001,United States,5355,346926,"{'name': 'America/Denver', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'MDT', 'abbrName': 'Mountain Daylight Time', 'isDst': True}",236
86,25,Albury Airport,ABX,YMAY,Albury,-36.067699,146.957993,Australia,539,40363,"{'name': 'Australia/Sydney', 'offset': 36000, 'offsetHours': '10:00', 'abbr': 'AEST', 'abbrName': 'Australian Eastern Standard Time', 'isDst': False}",14
87,42,Aldan Airport,ADH,UEEA,Aldan,58.602772,125.408798,Russia,2241,12,"{'name': 'Asia/Yakutsk', 'offset': 32400, 'offsetHours': '9:00', 'abbr': '+09', 'abbrName': None, 'isDst': False}",182
88,32,Alderney Airport,ACI,EGJA,Alderney,49.706108,-2.21472,United Kingdom,290,21486,"{'name': 'Europe/Guernsey', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'BST', 'abbrName': 'British Summer Time', 'isDst': True}",235
89,6591,Alegrete Novo Airport,ALQ,SSLT,Alegrete,-29.8127,-55.893398,Brazil,459,132,"{'name': 'America/Sao_Paulo', 'offset': -10800, 'offsetHours': '-3:00', 'abbr': '-03', 'abbrName': None, 'isDst': False}",32
90,124,Aleppo International Airport,ALP,OSAP,Aleppo,36.180672,37.22435,Syria,1276,642,"{'name': 'Asia/Damascus', 'offset': 10800, 'offsetHours': '3:00', 'abbr': 'EEST', 'abbrName': 'Eastern European Summer Time', 'isDst': True}",217
91,8268,Alert Airport,YLT,CYLT,Alert,82.517776,-62.280556,Canada,100,0,"{'name': 'America/Iqaluit', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",40
92,57,Alesund Vigra Airport,AES,ENAL,Alesund,62.560371,6.110164,Norway,69,51244,"{'name': 'Europe/Oslo', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",165
93,4943,Alexander City Thomas C Russell Field,ALX,KALX,Alexander City,32.933334,-85.949997,United States,686,4694,"{'name': 'America/Chicago', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",236
94,1318,Alexandria Borg El Arab Airport,HBE,HEBA,Alexandria,30.91766,29.6964,Egypt,177,44767,"{'name': 'Africa/Cairo', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'EET', 'abbrName': 'Eastern European Time', 'isDst': False}",66
95,58,Alexandria International Airport,AEX,KAEX,Alexandria,31.32737,-92.5485,United States,89,44749,"{'name': 'America/Chicago', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",236
96,241,Alexandria Municipal Airport,AXN,KAXN,Alexandria,45.867222,-95.394165,United States,1425,9715,"{'name': 'America/Chicago', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",236
97,238,Alexandroupolis International Airport,AXD,LGAL,Alexandroupolis,40.855862,25.956261,Greece,24,9198,"{'name': 'Europe/Athens', 'offset': 10800, 'offsetHours': '3:00', 'abbr': 'EEST', 'abbrName': 'Eastern European Summer Time', 'isDst': True}",86
98,8250,Algeciras Heliport,QYH,LEAG,Algeciras,36.128887,-5.441111,Spain,98,168,"{'name': 'Africa/Ceuta', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': None, 'isDst': True}",209
99,82,Alghero Fertilia Airport,AHO,LIEA,Alghero,40.63213,8.290772,Italy,87,43198,"{'name': 'Europe/Rome', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",109
100,117,Algiers Houari Boumediene Airport,ALG,DAAG,Algiers,36.69101,3.215408,Algeria,82,97654,"{'name': 'Africa/Algiers', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",4
101,115,Alicante Airport,ALC,LEAL,Alicante,38.282162,-0.55815,Spain,142,324159,"{'name': 'Europe/Madrid', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",209
102,119,Alice International Airport,ALI,KALI,Alice,27.740879,-98.026901,United States,178,5021,"{'name': 'America/Chicago', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'CDT', 'abbrName': 'Central Daylight Time', 'isDst': True}",236
103,196,Alice Springs Airport,ASP,YBAS,Alice Springs,-23.806601,133.902206,Australia,1789,44910,"{'name': 'Australia/Darwin', 'offset': 34200, 'offsetHours': '9:30', 'abbr': 'ACST', 'abbrName': 'Australian Central Standard Time', 'isDst': False}",14
104,1558,Allahabad Airport,IXD,VIAL,Allahabad,25.44006,81.733871,India,322,6894,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
105,6278,Allakaket Airport,AET,PFAL,Allakaket,66.551804,-152.621994,United States,441,579,"{'name': 'America/Anchorage', 'offset': -28800, 'offsetHours': '-8:00', 'abbr': 'AKDT', 'abbrName': 'Alaska Daylight Time', 'isDst': True}",236
106,8238,Allendorf Airport,QEQ,EDFQ,Allendorf,51.035713,8.679523,Germany,1164,1409,"{'name': 'Europe/Berlin', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'CEST', 'abbrName': 'Central European Summer Time', 'isDst': True}",83
107,13,Allentown Lehigh Valley International Airport,ABE,KABE,Allentown,40.652302,-75.440399,United States,393,108084,"{'name': 'America/New_York', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",236
108,84,Alliance Municipal Airport,AIA,KAIA,Alliance,42.053219,-102.803001,United States,3931,3564,"{'name': 'America/Denver', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'MDT', 'abbrName': 'Mountain Daylight Time', 'isDst': True}",236
109,4394,Alma Airport,YTF,CYTF,Alma,48.509655,-71.642715,Canada,434,3243,"{'name': 'America/Toronto', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'EDT', 'abbrName': 'Eastern Daylight Time', 'isDst': True}",40
